County,Sex,Age Group,7/1/2023,7/1/2024,7/1/2025
Placer County,Male,20-24,12814,12395,12531
Placer County,Male,25-29,14541,14410,13676
Placer County,Male,30-34,14854,15652,16226
Placer County,Male,35-39,12610,13021,13431
Placer County,Male,40-44,12366,12347,12312
Placer County,Male,45-49,11390,11656,11872
Placer County,Male,50-54,12680,12257,11917
Placer County,Male,55-59,13333,13207,13095
Placer County,Male,60-64,13884,13875,13856
Placer County,Male,65-69,12156,12421,12972
Placer County,Male,70-74,9762,10165,10329
Placer County,Male,75-79,7883,8223,8543
Placer County,Male,80-84,5013,5113,5380
Placer County,Male,85-89,2881,2983,3021
Placer County,Male,90-94,1394,1446,1439
Placer County,Male,95-99,300,357,419
Placer County,Male,100+,3,4,7
Plumas County,Female,0,67,64,79
Plumas County,Female,1-4,227,231,241
Plumas County,Female,5-9,355,333,294
Plumas County,Female,10-14,390,376,362
Plumas County,Female,15-19,401,374,363
Plumas County,Female,20-24,271,226,216
Plumas County,Female,25-29,464,370,291
Plumas County,Female,30-34,660,701,713
Plumas County,Female,35-39,417,443,477
Plumas County,Female,40-44,379,375,368
Plumas County,Female,45-49,385,388,384
Plumas County,Female,50-54,420,401,385
Plumas County,Female,55-59,542,496,478
Plumas County,Female,60-64,800,773,699
Plumas County,Female,65-69,970,925,885
Plumas County,Female,70-74,896,936,988
Plumas County,Female,75-79,819,828,824
Plumas County,Female,80-84,528,538,578
Plumas County,Female,85-89,306,356,366
Plumas County,Female,90-94,173,170,154
Plumas County,Female,95-99,63,59,80
Plumas County,Female,100+,4,3,9
Plumas County,Male,0,78,90,74
Plumas County,Male,1-4,249,253,261
Plumas County,Male,5-9,337,302,306
Plumas County,Male,10-14,448,417,374
Plumas County,Male,15-19,430,438,431
Plumas County,Male,20-24,307,234,215
Plumas County,Male,25-29,482,404,339
Plumas County,Male,30-34,710,727,694
Plumas County,Male,35-39,433,459,518
Plumas County,Male,40-44,413,433,439
Plumas County,Male,45-49,394,369,362
Plumas County,Male,50-54,438,436,413
Plumas County,Male,55-59,536,514,503
Plumas County,Male,60-64,660,659,631
Plumas County,Male,65-69,792,749,730
Plumas County,Male,70-74,900,907,867
Plumas County,Male,75-79,748,756,808
Plumas County,Male,80-84,539,569,599
Plumas County,Male,85-89,280,306,285
Plumas County,Male,90-94,140,150,163
Plumas County,Male,95-99,51,50,71
Plumas County,Male,100+,7,5,9
Riverside County,Female,0,13912,13914,13997
Riverside County,Female,1-4,55299,54871,55012
Riverside County,Female,5-9,75557,74375,72828
Riverside County,Female,10-14,77870,77016,76723
Riverside County,Female,15-19,87007,86468,84819
Riverside County,Female,20-24,90061,89140,89119
Riverside County,Female,25-29,93632,92096,90336
Riverside County,Female,30-34,89245,92300,94719
Riverside County,Female,35-39,73724,75373,77251
Riverside County,Female,40-44,73719,73638,73414
Riverside County,Female,45-49,71903,72024,71907
Riverside County,Female,50-54,75380,74378,73395
Riverside County,Female,55-59,72867,72612,73229
Riverside County,Female,60-64,71252,72426,72655
Riverside County,Female,65-69,61666,63185,65356
Riverside County,Female,70-74,49323,51016,52837
Riverside County,Female,75-79,39435,40775,42666
Riverside County,Female,80-84,27947,29318,30192
Riverside County,Female,85-89,17528,18087,18776
Riverside County,Female,90-94,9993,9995,10156
Riverside County,Female,95-99,4099,4141,4148
Riverside County,Female,100+,510,672,826
Riverside County,Male,0,14829,14953,14806
Riverside County,Male,1-4,57389,57406,58044
Riverside County,Male,5-9,79535,78218,76327
Riverside County,Male,10-14,81293,80538,80891
Riverside County,Male,15-19,90173,89133,87256
Riverside County,Male,20-24,93301,92738,91965
Riverside County,Male,25-29,96616,94206,93057
Riverside County,Male,30-34,93343,97145,99599
Riverside County,Male,35-39,76507,77760,79955
Riverside County,Male,40-44,74067,75005,74947
Riverside County,Male,45-49,69009,69214,70177
Riverside County,Male,50-54,72819,71478,69574
Riverside County,Male,55-59,72455,71900,72183
Riverside County,Male,60-64,69455,70368,70247
Riverside County,Male,65-69,57330,59292,61262
Riverside County,Male,70-74,41925,43430,45449
Riverside County,Male,75-79,32619,33940,35191
Riverside County,Male,80-84,21126,21768,22628
Riverside County,Male,85-89,12861,13354,13635
Riverside County,Male,90-94,6523,6528,6811
Riverside County,Male,95-99,2181,2094,2139
Riverside County,Male,100+,357,486,499
Sacramento County,Female,0,8728,8627,8677
Sacramento County,Female,1-4,35480,35065,34640
Sacramento County,Female,5-9,48044,47525,46709
Sacramento County,Female,10-14,49202,48587,48667
Sacramento County,Female,15-19,51644,51149,50489
Sacramento County,Female,20-24,55678,55693,55068
Sacramento County,Female,25-29,55398,55268,54848
Sacramento County,Female,30-34,49671,51838,53534
Sacramento County,Female,35-39,51193,49077,47684
Sacramento County,Female,40-44,54478,54524,54184
Sacramento County,Female,45-49,48289,49268,49977
Sacramento County,Female,50-54,49516,48707,48089
Sacramento County,Female,55-59,46606,46361,46691
Sacramento County,Female,60-64,49471,48923,48078
Sacramento County,Female,65-69,44349,44827,45494
Sacramento County,Female,70-74,36397,37029,38002
Sacramento County,Female,75-79,26635,28172,29769
Sacramento County,Female,80-84,16405,17020,17689
Sacramento County,Female,85-89,9984,10232,10296
Sacramento County,Female,90-94,5763,5621,5538
Sacramento County,Female,95-99,2230,2265,2254
Sacramento County,Female,100+,135,181,309
Sacramento County,Male,0,9239,9186,9080
Sacramento County,Male,1-4,38150,37534,37184
Sacramento County,Male,5-9,50700,49984,49272
Sacramento County,Male,10-14,51881,51420,51291
Sacramento County,Male,15-19,53775,53527,53227
Sacramento County,Male,20-24,58184,58047,57535
Sacramento County,Male,25-29,58160,57303,57059
Sacramento County,Male,30-34,51657,53855,56207
Sacramento County,Male,35-39,50024,48658,47192
Sacramento County,Male,40-44,53740,53842,53456
Sacramento County,Male,45-49,47395,48337,49898
Sacramento County,Male,50-54,47898,47257,46122
Sacramento County,Male,55-59,45151,44635,45161
Sacramento County,Male,60-64,44856,45293,44465
Sacramento County,Male,65-69,38104,38310,39377
Sacramento County,Male,70-74,29849,30253,31118
Sacramento County,Male,75-79,20870,22390,23625
Sacramento County,Male,80-84,11939,12324,12814
Sacramento County,Male,85-89,6493,6666,6864
Sacramento County,Male,90-94,3292,3320,3241
Sacramento County,Male,95-99,868,880,961
Sacramento County,Male,100+,41,70,82
San Benito County,Female,0,381,399,415
San Benito County,Female,1-4,1645,1623,1606
San Benito County,Female,5-9,1954,1979,1977
San Benito County,Female,10-14,1971,1993,2016
San Benito County,Female,15-19,2301,2248,2163
San Benito County,Female,20-24,2240,2162,2291
San Benito County,Female,25-29,2786,2751,2583
San Benito County,Female,30-34,2189,2384,2581
San Benito County,Female,35-39,2017,2039,2077
San Benito County,Female,40-44,2013,2044,2037
San Benito County,Female,45-49,1956,1982,2025
San Benito County,Female,50-54,2155,2091,2035
San Benito County,Female,55-59,2202,2222,2252
San Benito County,Female,60-64,2181,2205,2192
San Benito County,Female,65-69,1787,1846,1917
San Benito County,Female,70-74,1302,1354,1427
San Benito County,Female,75-79,900,951,1023
San Benito County,Female,80-84,644,671,711
San Benito County,Female,85-89,432,447,450
San Benito County,Female,90-94,246,246,231
San Benito County,Female,95-99,150,148,149
San Benito County,Female,100+,18,19,24
San Benito County,Male,0,427,421,400
San Benito County,Male,1-4,1633,1640,1702
San Benito County,Male,5-9,1983,2042,2055
San Benito County,Male,10-14,2084,2044,2040
San Benito County,Male,15-19,2281,2267,2197
San Benito County,Male,20-24,2419,2373,2333
San Benito County,Male,25-29,2728,2693,2677
San Benito County,Male,30-34,2460,2593,2661
San Benito County,Male,35-39,2138,2082,2110
San Benito County,Male,40-44,1980,2092,2134
San Benito County,Male,45-49,1913,1924,1958
San Benito County,Male,50-54,2064,2012,1949
San Benito County,Male,55-59,2157,2175,2178
San Benito County,Male,60-64,1993,2026,2108
San Benito County,Male,65-69,1664,1697,1750
San Benito County,Male,70-74,1216,1277,1324
San Benito County,Male,75-79,867,948,976
San Benito County,Male,80-84,499,528,567
San Benito County,Male,85-89,311,304,313
San Benito County,Male,90-94,123,142,133
San Benito County,Male,95-99,37,33,38
San Benito County,Male,100+,4,3,5
San Bernardino County,Female,0,12919,12640,14382
San Bernardino County,Female,1-4,53449,52097,50982
San Bernardino County,Female,5-9,75564,74399,72674
San Bernardino County,Female,10-14,75699,75326,75956
San Bernardino County,Female,15-19,78893,78450,77249
San Bernardino County,Female,20-24,83477,82136,80755
San Bernardino County,Female,25-29,87439,85043,83434
San Bernardino County,Female,30-34,81453,85027,87497
San Bernardino County,Female,35-39,69517,70862,72358
San Bernardino County,Female,40-44,66577,67117,67051
San Bernardino County,Female,45-49,62881,62658,62893
San Bernardino County,Female,50-54,64647,63900,63141
San Bernardino County,Female,55-59,61786,61268,61957
San Bernardino County,Female,60-64,62477,62509,61732
San Bernardino County,Female,65-69,56180,57106,58183
San Bernardino County,Female,70-74,43010,44754,46475
San Bernardino County,Female,75-79,29614,31157,33120
San Bernardino County,Female,80-84,18361,19303,20263
San Bernardino County,Female,85-89,10747,11015,11106
San Bernardino County,Female,90-94,5620,5692,5838
San Bernardino County,Female,95-99,1959,2104,2133
San Bernardino County,Female,100+,107,161,274
San Bernardino County,Male,0,13198,13329,15173
San Bernardino County,Male,1-4,56522,54927,53528
San Bernardino County,Male,5-9,78443,77562,76045
San Bernardino County,Male,10-14,79487,78750,79209
San Bernardino County,Male,15-19,82453,82283,81049
San Bernardino County,Male,20-24,87499,85486,83941
San Bernardino County,Male,25-29,89702,88010,87068
San Bernardino County,Male,30-34,87733,91651,94544
San Bernardino County,Male,35-39,70474,72726,75120
San Bernardino County,Male,40-44,66352,66934,67347
San Bernardino County,Male,45-49,60779,61133,61923
San Bernardino County,Male,50-54,60986,60487,59313
San Bernardino County,Male,55-59,59258,59415,59817
San Bernardino County,Male,60-64,58239,57835,57387
San Bernardino County,Male,65-69,50239,51394,52218
San Bernardino County,Male,70-74,36127,37427,39100
San Bernardino County,Male,75-79,24795,25911,27198
San Bernardino County,Male,80-84,13436,14399,15081
San Bernardino County,Male,85-89,7088,7178,7398
San Bernardino County,Male,90-94,3207,3255,3385
San Bernardino County,Male,95-99,854,868,856
San Bernardino County,Male,100+,29,48,71
San Diego County,Female,0,17389,17092,17035
San Diego County,Female,1-4,73195,71603,70211
San Diego County,Female,5-9,104552,102156,98587
San Diego County,Female,10-14,105288,106524,108162
San Diego County,Female,15-19,99852,100465,100530
San Diego County,Female,20-24,106645,108385,109295
San Diego County,Female,25-29,102951,99971,97823
San Diego County,Female,30-34,115093,115139,115530
San Diego County,Female,35-39,110098,110099,109737
San Diego County,Female,40-44,107089,108336,109056
San Diego County,Female,45-49,94429,95401,97412
San Diego County,Female,50-54,97786,96604,95044
San Diego County,Female,55-59,93706,93135,93786
San Diego County,Female,60-64,98542,97344,95576
San Diego County,Female,65-69,93422,94453,95342
San Diego County,Female,70-74,77006,79218,82068
San Diego County,Female,75-79,57993,61836,65305
San Diego County,Female,80-84,37032,38593,40605
San Diego County,Female,85-89,23368,23951,24455
San Diego County,Female,90-94,14239,14040,14086
San Diego County,Female,95-99,6000,6115,6080
San Diego County,Female,100+,905,1113,1354
San Diego County,Male,0,18294,18109,17561
San Diego County,Male,1-4,76946,75212,73645
San Diego County,Male,5-9,109130,106137,103434
San Diego County,Male,10-14,110389,112173,113776
San Diego County,Male,15-19,105679,104739,105465
San Diego County,Male,20-24,115004,116428,117939
San Diego County,Male,25-29,109741,107188,104558
San Diego County,Male,30-34,136796,141648,146028
San Diego County,Male,35-39,125122,124493,123742
San Diego County,Male,40-44,112870,115326,115007
San Diego County,Male,45-49,96850,98079,100518
San Diego County,Male,50-54,95975,95617,94395
San Diego County,Male,55-59,92292,90826,91389
San Diego County,Male,60-64,95648,94876,92807
San Diego County,Male,65-69,85457,87040,88589
San Diego County,Male,70-74,67394,69603,71608
San Diego County,Male,75-79,48140,50838,54212
San Diego County,Male,80-84,28155,29827,31330
San Diego County,Male,85-89,15616,16247,16813
San Diego County,Male,90-94,8048,7922,7962
San Diego County,Male,95-99,2720,2542,2578
San Diego County,Male,100+,317,398,431
San Francisco County,Female,0,2914,2757,3064
San Francisco County,Female,1-4,14105,13311,12206
San Francisco County,Female,5-9,19240,18516,18056
San Francisco County,Female,10-14,19513,20128,20456
San Francisco County,Female,15-19,16466,17164,17738
San Francisco County,Female,20-24,25131,25431,25711
San Francisco County,Female,25-29,22769,21757,20613
San Francisco County,Female,30-34,22998,23853,25200
San Francisco County,Female,35-39,30663,26362,23287
San Francisco County,Female,40-44,36981,37019,35887
San Francisco County,Female,45-49,30857,31839,33381
San Francisco County,Female,50-54,28757,29387,29354
San Francisco County,Female,55-59,24310,24474,25204
San Francisco County,Female,60-64,24404,24292,24357
San Francisco County,Female,65-69,24004,24082,24015
San Francisco County,Female,70-74,22628,22778,22789
San Francisco County,Female,75-79,17130,18414,19815
San Francisco County,Female,80-84,12128,12472,12810
San Francisco County,Female,85-89,9084,9142,9392
San Francisco County,Female,90-94,6272,6236,6137
San Francisco County,Female,95-99,3232,3291,3284
San Francisco County,Female,100+,718,819,937
San Francisco County,Male,0,3060,2892,3197
San Francisco County,Male,1-4,14852,14012,12926
San Francisco County,Male,5-9,19779,18982,18444
San Francisco County,Male,10-14,20729,21247,21716
San Francisco County,Male,15-19,17113,17709,18311
San Francisco County,Male,20-24,22754,23695,24487
San Francisco County,Male,25-29,21787,20571,20187
San Francisco County,Male,30-34,21510,22188,22726
San Francisco County,Male,35-39,28521,24853,21574
San Francisco County,Male,40-44,37417,37268,36329
San Francisco County,Male,45-49,34324,34340,34850
San Francisco County,Male,50-54,33080,33103,33006
San Francisco County,Male,55-59,29441,29719,30339
San Francisco County,Male,60-64,28184,28706,29027
San Francisco County,Male,65-69,25383,25438,25954
San Francisco County,Male,70-74,22044,22212,22171
San Francisco County,Male,75-79,15250,16494,17869
San Francisco County,Male,80-84,9409,9776,10144
San Francisco County,Male,85-89,6066,6263,6443
San Francisco County,Male,90-94,3486,3545,3609
San Francisco County,Male,95-99,1454,1514,1486
San Francisco County,Male,100+,325,336,411
San Joaquin County,Female,0,4841,4822,4866
San Joaquin County,Female,1-4,19472,19430,19438
San Joaquin County,Female,5-9,25520,25226,25102
San Joaquin County,Female,10-14,26832,26599,26224
San Joaquin County,Female,15-19,28774,28468,28010
San Joaquin County,Female,20-24,28657,28322,28512
San Joaquin County,Female,25-29,29958,29711,29224
San Joaquin County,Female,30-34,29395,30495,30976
San Joaquin County,Female,35-39,24141,24340,25049
San Joaquin County,Female,40-44,24007,24393,24218
San Joaquin County,Female,45-49,22911,22782,23170
San Joaquin County,Female,50-54,23708,23615,23422
San Joaquin County,Female,55-59,22272,22443,22592
San Joaquin County,Female,60-64,21974,22032,22153
San Joaquin County,Female,65-69,19362,19694,19970
San Joaquin County,Female,70-74,15807,16210,16780
San Joaquin County,Female,75-79,11812,12382,13099
San Joaquin County,Female,80-84,7577,8139,8468
San Joaquin County,Female,85-89,4378,4514,4781
San Joaquin County,Female,90-94,2485,2427,2440
San Joaquin County,Female,95-99,1204,1193,1114
San Joaquin County,Female,100+,165,217,237
San Joaquin County,Male,0,5190,5245,5262
San Joaquin County,Male,1-4,20422,20417,20541
San Joaquin County,Male,5-9,26407,26396,26158
San Joaquin County,Male,10-14,28082,27526,27241
San Joaquin County,Male,15-19,29871,29783,29463
San Joaquin County,Male,20-24,29501,29091,29232
San Joaquin County,Male,25-29,31405,31049,30645
San Joaquin County,Male,30-34,31748,32977,33727
San Joaquin County,Male,35-39,25724,26362,27246
San Joaquin County,Male,40-44,24303,24592,24818
San Joaquin County,Male,45-49,22360,22476,22576
San Joaquin County,Male,50-54,22719,22564,22557
San Joaquin County,Male,55-59,22116,21825,21962
San Joaquin County,Male,60-64,21255,21658,21512
San Joaquin County,Male,65-69,18117,18296,18783
San Joaquin County,Male,70-74,13388,13797,14161
San Joaquin County,Male,75-79,10039,10478,10938
San Joaquin County,Male,80-84,5476,5792,6151
San Joaquin County,Male,85-89,3049,3175,3336
San Joaquin County,Male,90-94,1395,1336,1367
San Joaquin County,Male,95-99,420,473,423
San Joaquin County,Male,100+,40,50,73
San Luis Obispo County,Female,0,1192,1232,1173
San Luis Obispo County,Female,1-4,4805,4722,4807
San Luis Obispo County,Female,5-9,6288,6237,6185
San Luis Obispo County,Female,10-14,6539,6528,6419
San Luis Obispo County,Female,15-19,8298,8193,7998
San Luis Obispo County,Female,20-24,12804,13160,13631
San Luis Obispo County,Female,25-29,9644,9550,9438
San Luis Obispo County,Female,30-34,8272,8175,8080
San Luis Obispo County,Female,35-39,7175,7333,7576
San Luis Obispo County,Female,40-44,7743,7908,7880
San Luis Obispo County,Female,45-49,6540,6755,7002
San Luis Obispo County,Female,50-54,7104,6806,6604
San Luis Obispo County,Female,55-59,7699,7367,7163
San Luis Obispo County,Female,60-64,9530,9302,9067
San Luis Obispo County,Female,65-69,10192,10172,10025
San Luis Obispo County,Female,70-74,8853,9094,9335
San Luis Obispo County,Female,75-79,6599,7007,7401
San Luis Obispo County,Female,80-84,4313,4619,4839
San Luis Obispo County,Female,85-89,2739,2705,2777
San Luis Obispo County,Female,90-94,1572,1542,1590
San Luis Obispo County,Female,95-99,609,695,661
San Luis Obispo County,Female,100+,7,8,68
San Luis Obispo County,Male,0,1297,1260,1279
San Luis Obispo County,Male,1-4,4933,5029,5065
San Luis Obispo County,Male,5-9,6554,6482,6347
San Luis Obispo County,Male,10-14,6741,6713,6763
San Luis Obispo County,Male,15-19,8709,8479,8426
San Luis Obispo County,Male,20-24,12744,13391,13686
San Luis Obispo County,Male,25-29,10300,10129,9978
San Luis Obispo County,Male,30-34,10546,9883,9324
San Luis Obispo County,Male,35-39,9628,10163,10643
San Luis Obispo County,Male,40-44,8961,9210,9301
San Luis Obispo County,Male,45-49,7429,7592,7872
San Luis Obispo County,Male,50-54,7812,7604,7263
San Luis Obispo County,Male,55-59,8046,7854,7819
San Luis Obispo County,Male,60-64,9188,8922,8603
San Luis Obispo County,Male,65-69,8791,8732,8802
San Luis Obispo County,Male,70-74,7938,8074,8113
San Luis Obispo County,Male,75-79,6026,6424,6801
San Luis Obispo County,Male,80-84,3562,3712,3901
San Luis Obispo County,Male,85-89,1916,2012,2070
San Luis Obispo County,Male,90-94,1044,987,1004
San Luis Obispo County,Male,95-99,279,328,350
San Luis Obispo County,Male,100+,11,9,16
San Mateo County,Female,0,3090,3028,2995
San Mateo County,Female,1-4,14657,13890,13051
San Mateo County,Female,5-9,20784,20260,19797
San Mateo County,Female,10-14,21469,21028,21074
San Mateo County,Female,15-19,20360,20445,20258
San Mateo County,Female,20-24,18350,17348,17003
San Mateo County,Female,25-29,21952,21668,21733
San Mateo County,Female,30-34,18827,20023,20738
San Mateo County,Female,35-39,19102,18186,17180
San Mateo County,Female,40-44,22419,21339,20531
San Mateo County,Female,45-49,23670,23361,23081
San Mateo County,Female,50-54,25160,24722,23807
San Mateo County,Female,55-59,24523,24181,24579
San Mateo County,Female,60-64,25768,25588,25096
San Mateo County,Female,65-69,24857,24961,24934
San Mateo County,Female,70-74,21529,21580,22013
San Mateo County,Female,75-79,16961,17891,18890
San Mateo County,Female,80-84,11267,11837,12445
San Mateo County,Female,85-89,7173,7469,7792
San Mateo County,Female,90-94,4924,4880,4800
San Mateo County,Female,95-99,2726,2697,2710
San Mateo County,Female,100+,843,825,800
San Mateo County,Male,0,3354,3219,3191
San Mateo County,Male,1-4,15548,14756,13923
San Mateo County,Male,5-9,22332,21726,20889
San Mateo County,Male,10-14,22334,22305,22522
San Mateo County,Male,15-19,21705,21635,21389
San Mateo County,Male,20-24,19017,18566,18354
San Mateo County,Male,25-29,23438,23290,22299
San Mateo County,Male,30-34,20790,21351,22335
San Mateo County,Male,35-39,21555,20383,19909
San Mateo County,Male,40-44,22835,22430,21383
San Mateo County,Male,45-49,23633,23223,23119
San Mateo County,Male,50-54,24825,24466,24043
San Mateo County,Male,55-59,23870,23619,23578
San Mateo County,Male,60-64,24481,24162,23884
San Mateo County,Male,65-69,22675,22951,23129
San Mateo County,Male,70-74,18974,19421,19941
San Mateo County,Male,75-79,13721,14777,15770
San Mateo County,Male,80-84,8372,8780,9227
San Mateo County,Male,85-89,4785,5012,5276
San Mateo County,Male,90-94,3070,2918,2799
San Mateo County,Male,95-99,1076,1127,1200
San Mateo County,Male,100+,280,273,284
Santa Barbara County,Female,0,2526,2499,2514
Santa Barbara County,Female,1-4,10770,10586,10511
Santa Barbara County,Female,5-9,13414,13394,13177
Santa Barbara County,Female,10-14,13446,13579,13690
Santa Barbara County,Female,15-19,18330,18124,18007
Santa Barbara County,Female,20-24,21286,21866,22296
Santa Barbara County,Female,25-29,13052,13124,13584
Santa Barbara County,Female,30-34,15396,14458,13344
Santa Barbara County,Female,35-39,12469,13410,14392
Santa Barbara County,Female,40-44,12143,12366,12446
Santa Barbara County,Female,45-49,11293,11348,11443
Santa Barbara County,Female,50-54,11412,11339,11217
Santa Barbara County,Female,55-59,11526,11385,11339
Santa Barbara County,Female,60-64,12986,12821,12516
Santa Barbara County,Female,65-69,11978,12165,12324
Santa Barbara County,Female,70-74,10555,10782,11064
Santa Barbara County,Female,75-79,8002,8391,8845
Santa Barbara County,Female,80-84,5515,5785,6015
Santa Barbara County,Female,85-89,3840,3846,3871
Santa Barbara County,Female,90-94,2268,2267,2239
Santa Barbara County,Female,95-99,939,974,1013
Santa Barbara County,Female,100+,92,100,145
Santa Barbara County,Male,0,2617,2609,2499
Santa Barbara County,Male,1-4,11095,10963,10717
Santa Barbara County,Male,5-9,13831,13588,13455
Santa Barbara County,Male,10-14,14238,14580,14675
Santa Barbara County,Male,15-19,18279,18171,18100
Santa Barbara County,Male,20-24,21170,21766,22224
Santa Barbara County,Male,25-29,14515,14415,14542
Santa Barbara County,Male,30-34,16183,15613,14678
Santa Barbara County,Male,35-39,15288,15792,16536
Santa Barbara County,Male,40-44,13463,13761,13895
Santa Barbara County,Male,45-49,11727,11894,12257
Santa Barbara County,Male,50-54,11775,11715,11521
Santa Barbara County,Male,55-59,11188,11070,11156
Santa Barbara County,Male,60-64,12068,11880,11607
Santa Barbara County,Male,65-69,11123,11357,11446
Santa Barbara County,Male,70-74,8931,9191,9501
Santa Barbara County,Male,75-79,6990,7294,7707
Santa Barbara County,Male,80-84,4375,4502,4771
Santa Barbara County,Male,85-89,2517,2666,2734
Santa Barbara County,Male,90-94,1388,1382,1374
Santa Barbara County,Male,95-99,355,391,409
Santa Barbara County,Male,100+,15,11,31
Santa Clara County,Female,0,8340,8468,8487
Santa Clara County,Female,1-4,36721,35040,33749
Santa Clara County,Female,5-9,52795,50976,49101
Santa Clara County,Female,10-14,56560,55683,55182
Santa Clara County,Female,15-19,57927,57215,56166
Santa Clara County,Female,20-24,63806,65444,66280
Santa Clara County,Female,25-29,61833,61543,61529
Santa Clara County,Female,30-34,53096,57836,61862
Santa Clara County,Female,35-39,51152,46480,44113
Santa Clara County,Female,40-44,62747,61166,58777
Santa Clara County,Female,45-49,63005,61992,61685
Santa Clara County,Female,50-54,64498,63540,62431
Santa Clara County,Female,55-59,59539,59339,59723
Santa Clara County,Female,60-64,59034,58903,57762
Santa Clara County,Female,65-69,53220,53936,55372
Santa Clara County,Female,70-74,43972,45257,46426
Santa Clara County,Female,75-79,33995,35585,37493
Santa Clara County,Female,80-84,23810,24927,26039
Santa Clara County,Female,85-89,15225,16013,16570
Santa Clara County,Female,90-94,8616,8622,8897
Santa Clara County,Female,95-99,3882,4016,4134
Santa Clara County,Female,100+,819,898,963
Santa Clara County,Male,0,8983,8930,8846
Santa Clara County,Male,1-4,39285,37781,36657
Santa Clara County,Male,5-9,57040,55009,52703
Santa Clara County,Male,10-14,60106,59245,58913
Santa Clara County,Male,15-19,60222,59560,59064
Santa Clara County,Male,20-24,67388,67998,68611
Santa Clara County,Male,25-29,64827,63736,62968
Santa Clara County,Male,30-34,58216,61645,64649
Santa Clara County,Male,35-39,57086,54650,52799
Santa Clara County,Male,40-44,64567,63541,61298
Santa Clara County,Male,45-49,63909,63281,63028
Santa Clara County,Male,50-54,64492,63661,62645
Santa Clara County,Male,55-59,59879,59707,60106
Santa Clara County,Male,60-64,59886,59260,58692
Santa Clara County,Male,65-69,51240,52755,54011
Santa Clara County,Male,70-74,39488,40599,41984
Santa Clara County,Male,75-79,28883,30581,32217
Santa Clara County,Male,80-84,18464,19427,20649
Santa Clara County,Male,85-89,11132,11577,11980
Santa Clara County,Male,90-94,5604,5732,5954
Santa Clara County,Male,95-99,1964,1969,2117
Santa Clara County,Male,100+,275,338,365
Santa Cruz County,Female,0,1085,1031,1079
Santa Cruz County,Female,1-4,4487,4377,4243
Santa Cruz County,Female,5-9,6532,6382,6139
Santa Cruz County,Female,10-14,7100,7084,7101
Santa Cruz County,Female,15-19,10389,10236,10158
Santa Cruz County,Female,20-24,13225,13602,13788
Santa Cruz County,Female,25-29,7965,7893,7814
Santa Cruz County,Female,30-34,7786,7768,7704
Santa Cruz County,Female,35-39,6121,6313,6725
Santa Cruz County,Female,40-44,7210,7139,6885
Santa Cruz County,Female,45-49,6711,6915,7072
Santa Cruz County,Female,50-54,7341,7096,6871
Santa Cruz County,Female,55-59,7884,7669,7646
Santa Cruz County,Female,60-64,8891,8757,8454
Santa Cruz County,Female,65-69,9572,9426,9316
Santa Cruz County,Female,70-74,8322,8687,8845
Santa Cruz County,Female,75-79,5885,6347,6918
Santa Cruz County,Female,80-84,3501,3766,4026
Santa Cruz County,Female,85-89,1781,1926,2132
Santa Cruz County,Female,90-94,1138,1062,995
Santa Cruz County,Female,95-99,368,470,511
Santa Cruz County,Female,100+, -   ,8,31
Santa Cruz County,Male,0,1130,1193,1133
Santa Cruz County,Male,1-4,4657,4612,4602
Santa Cruz County,Male,5-9,7013,6717,6447
Santa Cruz County,Male,10-14,7531,7508,7565
Santa Cruz County,Male,15-19,10554,10449,10318
Santa Cruz County,Male,20-24,13629,13991,13924
Santa Cruz County,Male,25-29,8425,8394,8570
Santa Cruz County,Male,30-34,8383,8136,7885
Santa Cruz County,Male,35-39,6775,7024,7483
Santa Cruz County,Male,40-44,7391,7434,7204
Santa Cruz County,Male,45-49,6909,6858,7128
Santa Cruz County,Male,50-54,7581,7353,6998
Santa Cruz County,Male,55-59,7566,7543,7597
Santa Cruz County,Male,60-64,8345,8208,7935
Santa Cruz County,Male,65-69,8633,8485,8400
Santa Cruz County,Male,70-74,8127,8237,8264
Santa Cruz County,Male,75-79,5307,5930,6536
Santa Cruz County,Male,80-84,2714,3019,3281
Santa Cruz County,Male,85-89,1387,1472,1605
Santa Cruz County,Male,90-94,616,565,578
Santa Cruz County,Male,95-99,214,230,222
Santa Cruz County,Male,100+,2,5,28
Shasta County,Female,0,986,988,957
Shasta County,Female,1-4,3629,3651,3757
Shasta County,Female,5-9,5084,4940,4800
Shasta County,Female,10-14,5077,5204,5179
Shasta County,Female,15-19,5300,5218,5148
Shasta County,Female,20-24,5496,5417,5305
Shasta County,Female,25-29,6157,5968,5958
Shasta County,Female,30-34,6222,6407,6454
Shasta County,Female,35-39,5365,5405,5435
Shasta County,Female,40-44,5075,5198,5183
Shasta County,Female,45-49,4331,4377,4586
Shasta County,Female,50-54,4714,4561,4332
Shasta County,Female,55-59,5389,5068,4921
Shasta County,Female,60-64,6382,6272,6116
Shasta County,Female,65-69,6323,6327,6189
Shasta County,Female,70-74,5692,5715,5842
Shasta County,Female,75-79,4454,4566,4715
Shasta County,Female,80-84,2971,3081,3245
Shasta County,Female,85-89,1771,1819,1801
Shasta County,Female,90-94,889,872,827
Shasta County,Female,95-99,197,243,272
Shasta County,Female,100+, -   , -   ,3
Shasta County,Male,0,997,1009,1028
Shasta County,Male,1-4,3742,3755,3771
Shasta County,Male,5-9,5353,5231,5064
